"subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-correlation()-X,Z" "tBodyAcc-correlation()-Y,Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-correlation()-X,Z" "tGravityAcc-correlation()-Y,Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-correlation()-X,Z" "tBodyAccJerk-correlation()-Y,Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-correlation()-X,Z" "tBodyGyro-correlation()-Y,Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-correlation()-X,Z" "tBodyGyroJerk-correlation()-Y,Z" "tBodyAccMag-arCoeff()3" "tBodyAccMag-arCoeff()4" "tGravityAccMag-arCoeff()3" "tGravityAccMag-arCoeff()4" "tBodyAccJerkMag-arCoeff()3" "tBodyAccJerkMag-arCoeff()4" "tBodyGyroMag-arCoeff()3" "tBodyGyroMag-arCoeff()4" "tBodyGyroJerkMag-arCoeff()3" "tBodyGyroJerkMag-arCoeff()4" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-maxInds-Y" "fBodyAcc-maxInds-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-bandsEnergy()-1,24" "fBodyAcc-bandsEnergy()-25,48" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-maxInds-Y" "fBodyAccJerk-maxInds-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-maxInds-Y" "fBodyGyro-maxInds-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-bandsEnergy()-1,24" "fBodyGyro-bandsEnergy()-25,48" "fBodyAccMag-entropy()" "fBodyAccMag-skewness()" "fBodyAccMag-kurtosis()" "fBodyBodyAccJerkMag-entropy()" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyAccJerkMag-kurtosis()" "fBodyBodyGyroMag-entropy()" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroMag-kurtosis()" "fBodyBodyGyroJerkMag-entropy()" "fBodyBodyGyroJerkMag-skewness()" "fBodyBodyGyroJerkMag-kurtosis()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"11" 11 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 0.00278705525886076 -0.0545862478780538 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.218286543583861 0.126595478499051 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 0.139420049615506 0.0413075896974684 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 0.0953031828192089 0.0123363638275316 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.0574716329043671 0.0274157945953481 0.0563256165338608 -0.0470450692733133 0.0563256165338608 -0.0470450692733133 -0.0683875800244247 -0.0844928174203481 0.0451834935132911 -0.00977386751806962 -0.0264236905557911 -0.200767113821646 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.762236286572785 -0.865871468797468 -0.224360420717722 -0.887459811170886 -0.982788334841772 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.446455696202532 -0.34253164556962 -0.0874254925382278 -0.962723833639241 -0.983921284272152 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.766639444601266 -0.857704059208861 -0.111874925112848 -0.927309536265823 -0.987084076234177 -0.199578226582278 -0.421028733102848 -0.696115804110759 -0.329297794249367 -0.295289334471456 -0.603941715534177 -0.146933922148734 -0.257406425979747 -0.571880430909177 -0.358002054198351 -0.401847918382595 -0.704997257299684 8.83961393987335e-05 -0.0188972160509494 0.0506339693060127 -0.0350857284535127 -0.536003019462025 0.0016523954113924 -0.0769066678984177
"12" 12 0.27360872421875 -0.018337204411489 -0.106649116775 -0.583962207065 -0.271278503996875 0.0797941473284375 0.69922245131875 0.029976775735 0.0330295544910625 -0.96738343446875 -0.0878265971178125 0.1620018415375 0.070430311315625 0.0053115377979375 0.0003081123684 -0.582418267596875 -0.157064669729531 0.000101815436718751 -0.0628663472537188 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.02701537293875 -0.0623164074515625 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.0490621856021875 -0.0366384983846875 0.0356968027449062 -0.0038239326621875 0.0356968027449062 -0.0038239326621875 -0.171074346085375 0.030770299898 0.182147115433969 -0.08442260098 -0.0729843335815625 -0.0323395496842188 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.586922577889687 -0.799999998940625 -0.843028845775 -0.183738216351156 -0.916536841625 -0.96799153659375 -0.599109317756219 -0.591296422972219 -0.7754265825625 -0.602960063359688 -0.356375 -0.2955 -0.046619864264875 -0.93385282815625 -0.96954674190625 -0.661246826087188 -0.74479814778125 -0.657369914584375 -0.750393858303125 -0.76955645153125 -0.8096982755625 -0.084349829508125 -0.897399722375 -0.96174996665625 -0.13278811059375 -0.334038485472006 -0.62258951955625 -0.269744330340625 -0.215474047610312 -0.545052787498125 -0.008490938195625 -0.296070159740312 -0.615223792904506 -0.21342736485 -0.231608061193156 -0.577549165840938 0.0167089409122156 0.016330803500625 0.118881574046188 -0.06449492227475 -0.5585710745 0.0284575941434375 -0.0097817870829375
"13" 13 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.190155707606972 0.155412659665443 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 0.0295513288874618 0.0750288070994801 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.0673700643779817 0.188734326000795 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 0.0117952641455658 -0.134262430097095 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 0.0631333942410398 -0.236134704746483 0.0619580223607645 -0.0812011027883792 0.0619580223607645 -0.0812011027883792 -0.0836629710076453 -0.0204359410957798 0.110520970994801 -0.112066802092049 -0.12917116506208 0.054338971921682 -0.638817912651682 -0.493467193137125 -0.629736258731804 -0.620602036452599 -0.809582058440367 -0.868501528654434 -0.222056646711315 -0.834676417094801 -0.956324457553517 -0.66008217407156 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.372110091743119 -0.280978593272171 -0.0241961823456881 -0.870709874036697 -0.960220839633028 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.717470651779817 -0.781292839840979 -0.112645469406422 -0.88043043382263 -0.957753795963303 -0.187006518440367 -0.323740875231804 -0.606501643941896 -0.31564432688685 -0.256254811115596 -0.545164640719878 -0.0136840637807339 -0.257651515938838 -0.551795383644343 -0.191026666513761 -0.195446599794924 -0.519881011841407 -0.00463757042042813 0.0122226522639144 0.0939527274297859 -0.0276735579397554 -0.500095473272171 0.0916820400948012 -0.0243233821867554
"14" 14 0.270184596009288 -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.257710360158204 0.0473391719826625 0.672081224882353 -0.111701388781115 -0.161179728291022 -0.941245714736842 0.183680219875851 -0.0027578273574613 0.0741757467665015 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.0625414715253251 0.0524424195235201 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.728661379340557 0.00478711852588235 -0.0592845867535604 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 0.159278835044706 -0.103052042960836 0.0717419815318885 -0.0496903942968731 0.0717419815318885 -0.0496903942968731 -0.0328713947479876 -0.119657750437152 0.100577205992879 -0.0669493231018576 0.0160373311259443 -0.272828182546006 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.609406374110062 -0.869143445470588 -0.882591092012384 -0.319171141631269 -0.518675299197833 -0.935700203034056 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.661460356953251 -0.515417956656347 -0.4871826625387 -0.148657336754489 -0.819282869990712 -0.934830310650155 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.740052209854489 -0.841406171718266 -0.827052416622291 -0.241341060754489 -0.592355543565635 -0.961549467151703 -0.0846589721671827 -0.320893575086378 -0.619815263339938 -0.292220951173684 -0.241361884508978 -0.5403741002387 0.0530498478235294 -0.262710890737152 -0.579429758890712 -0.15355971871517 -0.407310016959752 -0.711035244950464 0.0322300415756966 0.0224016793242724 -0.0525746015359133 0.0278351930258824 -0.41886828720743 0.157115290074303 0.121501628916409
"15" 15 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.0471929603792988 0.00308340336929878 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.11033553657561 0.135591727429268 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 0.141763864928659 -0.0616458871920732 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.0677039121579268 -0.0164187550037195 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.056824936110061 -0.03589902699125 0.0955136437639329 -0.0758776303927439 0.0955136437639329 -0.0758776303927439 -0.0888147316851494 -0.0514610196457317 0.120304321631494 -0.0542745147657591 0.0328163865179604 -0.239189702983537 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.798577234807927 -0.866322700804878 -0.218637119967988 -0.911294915884146 -0.97693808195122 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.427073170731707 -0.304268292682927 -0.0490273566650701 -0.945485603719512 -0.976245168810976 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.828874901661585 -0.80950378429878 -0.143256673841646 -0.919308732591463 -0.982368371585366 -0.199673208285366 -0.374418091928354 -0.656990858314024 -0.343391236920732 -0.361923531631372 -0.677640387552134 -0.131655728033537 -0.255751668243872 -0.582198431045732 -0.33906121264939 -0.353096848540884 -0.669369623327134 0.0134188448537683 -0.0123872455271341 0.000727811597256099 0.00667519244222561 -0.522572017743902 -0.0283465809658537 -0.00396904339878049
"16" 16 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.248864088613115 0.00311263326530055 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 0.100287450274863 0.00801187159016393 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.0115202384074863 -0.0486329630982514 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.0917238337734973 0.0315516794377049 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 0.0621595901013661 0.0424870540431694 0.0328770457687978 -0.0585560819733333 0.0328770457687978 -0.0585560819733333 -0.0881884082808197 -0.0598259325279508 0.141929395420628 -0.0495879774028962 0.0057181890297541 -0.123215792939945 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.844626592896175 -0.833123160565574 -0.238570460241803 -0.824814154289617 -0.966855583032787 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.374972677595628 -0.349289617486339 -0.0318889109278689 -0.890778819699454 -0.970228619043716 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.855455667240437 -0.845675522953552 -0.137899091231284 -0.920881565546448 -0.991423203360656 -0.304322872491803 -0.325456881804918 -0.605339364289617 -0.457240062622951 -0.364786392393544 -0.661107135227049 -0.258115176625683 -0.25054257693582 -0.565554545992924 -0.452119781466393 -0.385110781958197 -0.705075843631148 -0.000582754422021858 0.020561870829235 -0.0263301018843443 0.0351066626505464 -0.514965036584699 0.125280842806284 -0.0344521193606011
"17" 17 0.274029548065217 -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.143478936509239 0.105299553383424 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 0.189018337227038 0.0849058467274457 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.682603096154891 0.0452586726171196 0.0424221560313044 -0.0146686177049565 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.126148106812228 -0.0939283844444429 -0.107854170946467 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.00467100115423913 -0.156541413609239 0.0530354744558696 -0.0922540161415761 0.0530354744558696 -0.0922540161415761 -0.0433946416179348 -0.0733402373708696 0.144064898681522 -0.113237857071168 -0.0901326404483696 -0.0884314289414946 -0.651780423718288 -0.601741376260245 -0.718947424896739 -0.59351017342337 -0.8893115936875 -0.86893812680163 -0.226292383353533 -0.8697479175 -0.983692347065217 -0.716681622653533 -0.694754837788043 -0.802528785896739 -0.67654494089212 -0.321630434782609 -0.332173913043478 -0.0799059758048913 -0.927601685679348 -0.984809498070652 -0.728710411180707 -0.774745258994565 -0.726857840652174 -0.770057225710326 -0.7892706866875 -0.876686655869565 -0.0811027581206794 -0.911893535271739 -0.986491327554348 -0.299151458355978 -0.264306071217391 -0.538472873953533 -0.426665927255435 -0.348617357375462 -0.630303262615489 -0.236960773616848 -0.195591915705543 -0.49319544476087 -0.392901572182065 -0.320332941852717 -0.61791054908125 0.0135537227622011 -0.00277127836578804 0.0151696280288043 0.0111459170350543 -0.495305445978261 0.0821580695027174 0.0213229202432065
"18" 18 0.276324152142857 -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.199961004163297 0.126973451613294 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.0489552451304945 0.0862184266447802 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.734644450054945 0.0119545682995879 0.10556982337967 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.0167599105472802 -0.115904915615934 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.0370948762659066 -0.056524480051044 0.0902650642791209 -0.103420726158791 0.0902650642791209 -0.103420726158791 -0.106426071571314 -0.0659252517868132 0.0958084986005769 -0.0611415275811538 -0.0323996905255495 -0.179658335651209 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.812637362024725 -0.876162298362637 -0.210288060037014 -0.906044633956044 -0.984403219120879 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.437692307692308 -0.302637362637363 -0.0691387922027473 -0.959073088928571 -0.985342657087912 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.812175241332418 -0.871144983873626 -0.818681318788462 -0.11359630596717 -0.933466958708791 -0.99179019771978 -0.303439942527473 -0.430793774040742 -0.707190560703297 -0.454926041602747 -0.338980437939286 -0.62184689467033 -0.234528515478022 -0.286519394321217 -0.60285176672033 -0.439040691178077 -0.447548973698901 -0.740246839868132 0.00995335628557692 0.0169548311400824 0.0171416802197802 -0.0414626090980769 -0.521265323901099 0.0760076364757418 -0.0521704223928571
"19" 19 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.276953537871944 0.152493066087278 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.133238462885389 0.175558561323889 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 0.0182383324655556 -0.00915121527863889 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 0.113695251986111 -0.211363429495306 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 0.204569551601417 -0.169826316053611 0.0840918771515278 -0.0944196037356111 0.0840918771515278 -0.0944196037356111 -0.118362070908333 -0.0143635160228611 0.1563430966725 -0.0838070012175 -0.0340555091311667 -0.0827028501833333 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.79444444375 -0.809615384086111 -0.212433282953944 -0.852135363122222 -0.890328877269444 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.394222222222222 -0.224222222222222 0.00263882956916667 -0.840175510019444 -0.893768668694444 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.83082437235 -0.836015325730556 -0.0321842609068333 -0.849468858444444 -0.922707125555556 -0.260201311333333 -0.353611130345889 -0.619923645403611 -0.398351662944444 -0.412591186648611 -0.707005982963056 -0.112067543447222 -0.231171898442389 -0.547001152686111 -0.311606951861111 -0.300974448653333 -0.630684932216667 0.00253824381730556 0.00371223512405555 0.0315544716051111 0.00103397442222222 -0.297667818083333 0.00151612316111111 -0.156363049583333
"20" 20 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.249381223653192 0.13258042364339 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.0475138595480226 0.115832283090424 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.155418458120339 0.12375436292554 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.0246272729276836 -0.141722632690678 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.0787776595144915 -0.0813792545353107 0.0472082428746893 -0.0502564841339266 0.0472082428746893 -0.0502564841339266 -0.0999716887036723 -0.0741533345121751 0.0334113326777966 0.0449185547824859 -0.127460003590395 -0.0689328908887006 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.783239170511299 -0.795306387966102 -0.228177936580508 -0.863292343050847 -0.965921621073446 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.634710081102825 -0.463502824858757 -0.371525423728814 -0.0946565249276271 -0.88506711079096 -0.966820437937853 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.77091306729661 -0.774206117870057 -0.152974668730028 -0.759549482453955 -0.963786795 -0.164213592924859 -0.365052844306497 -0.637702984241243 -0.304460308333333 -0.296245342533051 -0.617887205873446 0.0190454486836158 -0.353809811749435 -0.668193694322034 -0.163507293190395 -0.258070936866427 -0.604336715353107 0.00192632781036723 0.0110640593841525 -0.00611060712146893 -0.0174196998234463 -0.429101555988701 0.0836654426771186 -0.0570081125429944
"21" 21 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.258110348447868 0.115715630752696 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 0.0502272145612745 -0.043004634573652 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.0148401855732598 0.177158601301471 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.123262153125074 -0.00276565434828431 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 0.0651047623223039 -0.147096820937623 0.0629835212283333 -0.0386087193459135 0.0629835212283333 -0.0386087193459135 -0.0855357982041667 -0.0731918015763971 0.129599528026225 -0.0888848806166912 -0.0489703220806373 -0.143709884891667 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.665349663426471 -0.814052286806373 -0.824472095862745 -0.230976168156039 -0.868320735833333 -0.96774569370098 -0.71641413145049 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.385294117647059 -0.358137254901961 0.0168697571497059 -0.894234162279412 -0.968571202818627 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.811026710110294 -0.820999366838235 -0.80730223129902 -0.089010657789951 -0.882613016348039 -0.97818946129902 -0.328853198296569 -0.304360556404902 -0.583876378965196 -0.467770150875 -0.320205557737255 -0.59207221201152 -0.20247370966299 -0.274587919859657 -0.588907241585049 -0.413262970301471 -0.309331651280686 -0.612566150471324 0.0120749006444118 -0.0146502110504902 0.0140122661183824 0.0220888939914216 -0.413916194215686 0.128426547916667 -0.0191761331715686
"22" 22 0.274767690046106 -0.0168273604077383 -0.108670376782866 -0.546089975548692 -0.221696875534891 0.185246219220156 0.609390874922118 0.0315098683115265 0.23588786398215 -0.95850446411215 -0.197711806732087 0.200721203545981 0.0791031130417757 0.0152572466619626 -0.0072287329753271 -0.584963756862305 0.0951363759457944 0.15915700641215 -0.00800630644716511 -0.0949661116922118 0.0812406584647975 -0.695919202960436 0.0675026913641745 -0.144134782438318 -0.109257561827445 -0.0384616223750156 -0.0582144293519003 -0.708898710199377 0.188519652700623 -0.171421066866044 0.111201310520872 -0.106124931011869 0.111201310520872 -0.106124931011869 -0.0668817927161994 -0.00690789267850467 0.148343607207134 -0.0268998462148598 -0.0693339860258878 -0.0760050479352025 -0.594929652065732 -0.508172778206231 -0.687320961149533 -0.528958812567601 -0.804153685224299 -0.793673615538941 -0.181031984073891 -0.876454819968847 -0.943441932398754 -0.60425320237352 -0.574318114038941 -0.739701808286604 -0.602457991412617 -0.409968847352025 -0.310903426791277 0.0665521438309969 -0.913327007601246 -0.945358588224299 -0.639575654479751 -0.79139974588785 -0.643363339819315 -0.714977903442368 -0.843231835732087 -0.801482436320872 -0.164138008195857 -0.87335785 -0.947051582866044 -0.201400624748287 -0.286348240412773 -0.567814392923053 -0.335385697476635 -0.21200592378162 -0.511359499661994 -0.108389487742991 -0.188408642009377 -0.527147083164299 -0.345234560551402 -0.165095394904019 -0.462743782407788 0.00591975838286604 0.00405797775392523 -0.00889544131713395 0.0222007955298131 -0.428060520436137 0.0511206787626168 -0.163514653203115
"23" 23 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.241866655147312 0.204291205108333 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 0.0471299129994624 0.159071830793521 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.155381348812312 0.272328065232151 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.12117294995 -0.231299588568925 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 0.051724314869086 -0.30079017879457 0.0540742512 -0.11980388690914 0.0540742512 -0.11980388690914 -0.102625461465591 -0.0548695924814516 0.0963432026373656 -0.10463410029086 -0.182867146437339 0.0134625077265323 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.826164873728495 -0.796112489841398 -0.20872442068086 -0.697246852762903 -0.909623236021505 -0.617521836605645 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.312688172043011 -0.272043010752688 0.0173580639424731 -0.721214347662043 -0.90978923577957 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.687304890002688 -0.837041155887097 -0.0251692798377688 -0.839119117173118 -0.965257828225806 -0.157324140346774 -0.360081910851075 -0.630005218853495 -0.308320857674731 -0.371401751152688 -0.681184723083333 0.035654996372043 -0.327796216804651 -0.617142129177151 -0.133113288325269 -0.291037440113172 -0.638293418105108 0.00499252114895161 -0.0112360231368817 0.0121649142389785 -0.0178096428516129 -0.503722187822581 0.0709910591236559 -0.044001828733871
"24" 24 0.276767046391076 -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.303414071014698 0.084690275920105 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.174122236265092 -0.0682256632774278 0.0784735003467192 0.00396900308574016 -0.00700960558805774 -0.74030054488189 -0.0669618941788819 0.03127746760958 -0.0212578096847769 -0.0782440202677165 0.0841740375981627 -0.776199049939633 0.0396079902960472 -0.052708779152231 -0.0998294248142257 -0.0390749421383202 -0.0552987683401575 -0.764490030609974 0.104444899825984 -0.112961231426877 -0.0151530167583701 0.00596607212448819 -0.0151530167583701 0.00596607212448819 -0.180144169114409 0.0124381577168504 0.0901551141024147 -0.0306228875627297 -0.175788564071037 -0.0159949722580052 -0.707613779580052 -0.611509042586877 -0.65585899482231 -0.664356691751496 -0.834995625173228 -0.829800120942257 -0.263352298517585 -0.86974866007874 -0.962554466115486 -0.752245372493438 -0.703641614506562 -0.719655747391076 -0.751378154304462 -0.387086614173228 -0.277690288713911 -0.0570423475325459 -0.875743741446194 -0.964895950498688 -0.722607377748032 -0.753710479580053 -0.70948857687664 -0.794063529133858 -0.686394038887139 -0.855733549650919 -0.0501078590267979 -0.911862894356955 -0.987388091706037 -0.234139050514436 -0.338609690556772 -0.630239074390551 -0.41648994716105 -0.232085879629134 -0.510962120490945 -0.102226864351968 -0.317890619602362 -0.616326058035171 -0.301067015826772 -0.237734591820997 -0.546801864515486 -0.00231723415711286 -0.0124784211089239 -0.0139827364349081 -0.0030034683175853 -0.545993623779528 0.0198668428905512 -0.031230921055643
"25" 25 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.186829692202103 -0.0232163159468215 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.526082511022249 -0.00150967354816626 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.79682335007335 0.0994643286026895 -0.068508769675379 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.683131970775061 0.0967795955922738 -0.149042765371638 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.768682473178484 0.0755446531537408 -0.116503418508093 -0.00361581928452323 0.0233690471588655 -0.00361581928452323 0.0233690471588655 -0.071202477716357 -0.113521480359364 0.00122456921872861 0.012931100845379 0.0419806030399511 -0.247997611451589 -0.748416509682152 -0.600027697242054 -0.738509947579462 -0.705223686579951 -0.834066829550122 -0.918375022315403 -0.306657190525183 -0.888839021760391 -0.989882439877751 -0.804144642836186 -0.740570312249389 -0.849504849486553 -0.807712525721271 -0.517359413202934 -0.407041564792176 -0.110793009529829 -0.965921104254279 -0.992053083031785 -0.672197763601467 -0.81313379207824 -0.746832213594132 -0.690398481943765 -0.923968766396088 -0.87016271804401 -0.207601176327873 -0.94256065205379 -0.99345603398533 -0.228220934804401 -0.303982647321271 -0.595202505013692 -0.47920249367589 -0.222649410519804 -0.506172195461858 -0.103162001276284 -0.209518627597311 -0.541920945777213 -0.357418001212689 -0.301954766480782 -0.61326454850978 -0.00122167177865526 0.0470369997647922 -0.0266895304210269 0.0223855658885575 -0.512418782127139 0.0307388427555012 -0.159471155005623
